in s,C1 in V,C2 in V
5.27920E-05,3.328141E+00,4.959106E-03
5.28080E-05,3.333940E+00,8.773804E-03
5.28240E-05,3.325700E+00,1.029968E-02
5.28400E-05,3.330583E+00,1.167297E-02
5.28560E-05,3.326616E+00,5.874634E-03
5.28720E-05,3.335008E+00,1.167297E-02
5.28880E-05,3.327226E+00,2.975464E-03
5.29040E-05,3.330583E+00,6.332397E-03
5.29200E-05,3.329057E+00,7.858276E-03
5.29360E-05,3.327226E+00,7.400513E-03
5.29520E-05,3.329667E+00,1.449585E-03
5.29680E-05,3.332567E+00,3.433228E-03
5.29840E-05,3.329667E+00,4.959106E-03
5.30000E-05,3.332567E+00,2.975464E-03
5.30160E-05,3.333482E+00,8.316040E-03
5.30320E-05,3.325700E+00,-5.340576E-04
5.30480E-05,3.331041E+00,7.858276E-03
5.30640E-05,3.333940E+00,1.075745E-02
5.30800E-05,3.332567E+00,1.121521E-02
5.30960E-05,3.325242E+00,3.433228E-03
5.31120E-05,3.331498E+00,6.332397E-03
5.31280E-05,3.331041E+00,1.029968E-02
5.31440E-05,3.329667E+00,-4.348755E-03
5.31600E-05,3.336381E+00,6.790161E-03
5.31760E-05,3.329057E+00,-1.449585E-03
5.31920E-05,3.330583E+00,1.029968E-02
5.32080E-05,3.335466E+00,9.231567E-03
5.32240E-05,3.331498E+00,-5.340576E-04
5.32400E-05,3.340349E+00,-7.629395E-05
5.32560E-05,3.328599E+00,-1.449585E-03
5.32720E-05,3.333024E+00,4.959106E-03
5.32880E-05,3.327226E+00,2.365112E-03
5.33040E-05,3.333940E+00,6.790161E-03
5.33200E-05,3.337449E+00,5.874634E-03
5.33360E-05,3.333940E+00,5.416870E-03
5.33520E-05,3.326616E+00,6.790161E-03
5.33680E-05,3.328599E+00,1.449585E-03
5.33840E-05,3.335008E+00,6.332397E-03
5.34000E-05,2.369737E+00,3.913879E-02
5.34160E-05,3.139203E-01,-2.143860E-02
5.34320E-05,7.100037E-02,-5.416870E-03
5.34480E-05,2.507141E-02,-5.340576E-04
5.34640E-05,1.927307E-02,9.918213E-04
5.34800E-05,1.881531E-02,1.167297E-02
5.34960E-05,1.286438E-02,2.975464E-03
5.35120E-05,1.240662E-02,8.773804E-03
5.35280E-05,1.149109E-02,8.316040E-03
5.35440E-05,1.484802E-02,1.075745E-02
5.35600E-05,1.728943E-02,9.918213E-04
5.35760E-05,1.637390E-02,-2.517700E-03
5.35920E-05,1.728943E-02,4.959106E-03
5.36080E-05,2.415588E-02,5.340576E-04
5.36240E-05,8.989423E-01,8.018494E-02
5.36400E-05,3.116960E+00,2.310410E+00
5.36560E-05,3.274888E+00,3.167191E+00
5.36720E-05,3.313035E+00,3.290329E+00
5.36880E-05,3.326158E+00,3.317184E+00
5.37040E-05,3.333024E+00,3.318710E+00
5.37200E-05,3.333482E+00,3.326035E+00
5.37360E-05,3.319902E+00,3.316727E+00
5.37520E-05,3.329057E+00,3.314743E+00
5.37680E-05,3.332567E+00,3.315201E+00
5.37840E-05,3.329667E+00,3.321609E+00
5.38000E-05,3.323259E+00,3.313828E+00
5.38160E-05,3.326158E+00,3.315201E+00
5.38320E-05,3.322801E+00,3.315201E+00
5.38480E-05,3.328599E+00,3.309402E+00
5.38640E-05,3.327684E+00,3.313217E+00
5.38800E-05,3.331041E+00,3.308945E+00
5.38960E-05,3.332109E+00,3.316727E+00
5.39120E-05,3.322801E+00,3.319168E+00
5.39280E-05,3.324785E+00,3.317184E+00
5.39440E-05,3.327226E+00,3.309860E+00
5.39600E-05,3.335466E+00,3.318100E+00
5.39760E-05,3.335008E+00,3.315201E+00
5.39920E-05,3.333024E+00,3.309860E+00
5.40080E-05,3.327226E+00,3.315659E+00
5.40240E-05,3.332567E+00,3.318710E+00
5.40400E-05,3.320817E+00,3.309860E+00
5.40560E-05,3.329057E+00,3.324509E+00
5.40720E-05,3.333482E+00,3.314743E+00
5.40880E-05,3.335008E+00,3.317642E+00
5.41040E-05,3.334550E+00,3.311844E+00
5.41200E-05,3.334550E+00,3.306503E+00
5.41360E-05,3.331041E+00,3.318710E+00
5.41520E-05,3.323716E+00,3.315659E+00
5.41680E-05,3.332109E+00,3.307877E+00
5.41840E-05,3.331041E+00,3.315201E+00
5.42000E-05,3.332109E+00,3.316269E+00
5.42160E-05,3.329057E+00,3.315659E+00
5.42320E-05,3.330125E+00,3.320084E+00
5.42480E-05,3.332567E+00,3.311386E+00
5.42640E-05,3.324174E+00,3.314285E+00
5.42800E-05,3.324785E+00,3.309402E+00
5.42960E-05,3.317918E+00,3.312759E+00
5.43120E-05,3.333482E+00,3.302994E+00
5.43280E-05,3.332567E+00,3.314285E+00
5.43440E-05,3.329667E+00,3.310776E+00
5.43600E-05,3.332567E+00,3.314285E+00
5.43760E-05,3.324785E+00,3.312302E+00
5.43920E-05,3.327684E+00,3.310776E+00
5.44080E-05,3.326158E+00,3.307877E+00
5.44240E-05,2.359361E+00,3.341141E+00
5.44400E-05,3.232281E-01,3.285446E+00
5.44560E-05,7.161072E-02,3.310776E+00
5.44720E-05,1.088074E-02,3.315659E+00
5.44880E-05,2.064636E-02,3.310318E+00
5.45040E-05,1.484802E-02,3.313828E+00
5.45200E-05,1.194885E-02,3.301620E+00
5.45360E-05,2.064636E-02,3.305893E+00
5.45520E-05,1.683167E-02,3.310776E+00
5.45680E-05,4.624634E-03,3.315201E+00
5.45840E-05,1.637390E-02,3.317184E+00
5.46000E-05,2.613953E-02,3.314743E+00
5.46160E-05,2.507141E-02,3.307877E+00
5.46320E-05,2.171448E-02,3.309402E+00
5.46480E-05,9.747784E-01,3.279037E+00
5.46640E-05,3.029069E+00,3.335800E+00
5.46800E-05,3.274888E+00,3.317184E+00
5.46960E-05,3.323716E+00,3.307419E+00
5.47120E-05,3.332567E+00,3.305435E+00
5.47280E-05,3.331498E+00,3.307419E+00
5.47440E-05,3.326158E+00,3.319168E+00
5.47600E-05,3.327684E+00,3.310318E+00
5.47760E-05,3.327226E+00,3.306961E+00
5.47920E-05,3.331041E+00,3.309402E+00
5.48080E-05,3.332567E+00,3.306961E+00
5.48240E-05,3.335466E+00,3.309860E+00
5.48400E-05,3.338365E+00,3.313217E+00
5.48560E-05,3.339433E+00,3.323593E+00
5.48720E-05,3.333482E+00,3.307419E+00
5.48880E-05,3.333940E+00,3.311386E+00
5.49040E-05,3.328599E+00,3.304520E+00
5.49200E-05,3.325700E+00,3.314743E+00
5.49360E-05,3.330125E+00,3.311386E+00
5.49520E-05,3.332109E+00,3.311844E+00
5.49680E-05,3.332567E+00,3.309402E+00
5.49840E-05,3.330125E+00,3.312759E+00
5.50000E-05,3.333940E+00,3.313217E+00
5.50160E-05,3.329057E+00,3.312759E+00
5.50320E-05,3.319291E+00,3.314285E+00
5.50480E-05,3.328141E+00,3.317184E+00
5.50640E-05,3.330125E+00,3.312759E+00
5.50800E-05,3.332567E+00,3.312759E+00
5.50960E-05,3.331041E+00,3.304977E+00
5.51120E-05,3.334550E+00,3.317184E+00
5.51280E-05,3.328599E+00,3.313828E+00
5.51440E-05,3.326158E+00,3.316269E+00
5.51600E-05,3.330125E+00,3.310318E+00
5.51760E-05,3.326616E+00,3.311844E+00
5.51920E-05,3.328599E+00,3.306503E+00
5.52080E-05,3.325242E+00,3.310776E+00
5.52240E-05,3.328141E+00,3.306961E+00
5.52400E-05,3.331041E+00,3.308945E+00
5.52560E-05,3.327226E+00,3.307419E+00
5.52720E-05,3.329057E+00,3.311386E+00
5.52880E-05,3.335008E+00,3.305893E+00
5.53040E-05,3.329057E+00,3.313217E+00
5.53200E-05,3.329057E+00,3.302994E+00
5.53360E-05,3.329667E+00,3.309402E+00
5.53520E-05,3.335923E+00,3.312302E+00
5.53680E-05,3.330583E+00,3.305435E+00
5.53840E-05,3.326158E+00,3.313217E+00
5.54000E-05,3.329057E+00,3.315201E+00
5.54160E-05,3.326158E+00,3.310776E+00
5.54320E-05,3.328599E+00,3.310318E+00
5.54480E-05,2.357530E+00,3.345108E+00
5.54640E-05,3.310101E-01,3.285904E+00
5.54800E-05,6.169250E-02,3.311386E+00
5.54960E-05,2.217224E-02,3.308945E+00
5.55120E-05,1.194885E-02,3.309402E+00
5.55280E-05,1.332214E-02,3.310776E+00
5.55440E-05,1.194885E-02,3.309402E+00
5.55600E-05,1.332214E-02,3.304977E+00
5.55760E-05,1.683167E-02,3.319626E+00
5.55920E-05,2.659729E-02,3.312302E+00
5.56080E-05,2.507141E-02,3.309402E+00
5.56240E-05,1.683167E-02,3.306961E+00
5.56400E-05,2.415588E-02,3.310318E+00
5.56560E-05,1.927307E-02,3.304520E+00
5.56720E-05,9.674542E-01,3.277664E+00
5.56880E-05,3.033342E+00,3.333817E+00
5.57040E-05,3.276872E+00,3.315659E+00
5.57200E-05,3.318834E+00,3.309860E+00
5.57360E-05,3.326158E+00,3.308334E+00
5.57520E-05,3.332567E+00,3.313828E+00
5.57680E-05,3.332567E+00,3.312302E+00
5.57840E-05,3.324174E+00,3.313828E+00
5.58000E-05,3.344316E+00,3.308945E+00
5.58160E-05,3.331041E+00,3.314285E+00
5.58320E-05,3.329057E+00,3.304062E+00
5.58480E-05,3.335466E+00,3.313828E+00
5.58640E-05,3.331498E+00,3.306961E+00
5.58800E-05,3.336381E+00,3.310318E+00
5.58960E-05,3.333024E+00,3.307419E+00
5.59120E-05,3.323716E+00,3.316727E+00
5.59280E-05,3.333482E+00,3.308334E+00
5.59440E-05,3.328599E+00,3.309402E+00
5.59600E-05,3.337907E+00,3.317642E+00
5.59760E-05,3.329667E+00,3.308334E+00
5.59920E-05,3.325242E+00,3.305893E+00
5.60080E-05,3.330125E+00,3.309402E+00
5.60240E-05,3.326616E+00,3.313217E+00
5.60400E-05,3.322801E+00,3.304520E+00
5.60560E-05,3.332109E+00,3.307877E+00
5.60720E-05,3.325700E+00,3.314285E+00
5.60880E-05,3.324785E+00,3.308945E+00
5.61040E-05,3.327684E+00,3.313828E+00
5.61200E-05,3.327684E+00,3.306503E+00
5.61360E-05,3.327684E+00,3.310318E+00
5.61520E-05,3.328141E+00,3.314285E+00
5.61680E-05,3.325700E+00,3.312759E+00
5.61840E-05,3.328599E+00,3.307419E+00
5.62000E-05,3.325700E+00,3.318100E+00
5.62160E-05,3.329667E+00,3.307877E+00
5.62320E-05,3.328599E+00,3.310318E+00
5.62480E-05,3.320359E+00,3.310776E+00
5.62640E-05,3.329057E+00,3.309860E+00
5.62800E-05,3.331041E+00,3.315201E+00
5.62960E-05,3.325700E+00,3.313217E+00
5.63120E-05,3.335466E+00,3.304062E+00
5.63280E-05,3.338365E+00,3.306961E+00
5.63440E-05,3.329667E+00,3.310776E+00
5.63600E-05,3.332109E+00,3.311844E+00
5.63760E-05,3.333024E+00,3.306503E+00
5.63920E-05,3.329667E+00,3.313217E+00
5.64080E-05,3.327226E+00,3.311844E+00
5.64240E-05,3.325700E+00,3.311844E+00
5.64400E-05,3.321275E+00,3.309860E+00
5.64560E-05,3.326616E+00,3.307877E+00
5.64720E-05,2.362870E+00,3.337784E+00
5.64880E-05,3.256696E-01,3.286819E+00
5.65040E-05,7.496765E-02,3.306503E+00
5.65200E-05,2.705505E-02,3.323593E+00
5.65360E-05,1.728943E-02,3.310318E+00
5.65520E-05,2.018860E-02,3.309402E+00
5.65680E-05,1.149109E-02,3.313828E+00
5.65840E-05,1.774719E-02,3.317642E+00
5.66000E-05,2.064636E-02,3.308334E+00
5.66160E-05,2.018860E-02,3.314743E+00
5.66320E-05,1.881531E-02,3.304977E+00
5.66480E-05,1.683167E-02,3.314285E+00
5.66640E-05,1.973083E-02,3.307877E+00
5.66800E-05,2.217224E-02,3.311386E+00
5.66960E-05,9.645551E-01,3.281479E+00
5.67120E-05,3.028459E+00,3.337173E+00
5.67280E-05,3.276262E+00,3.312759E+00
5.67440E-05,3.323716E+00,3.308334E+00
5.67600E-05,3.331041E+00,3.312759E+00
5.67760E-05,3.333940E+00,3.315201E+00
5.67920E-05,3.335923E+00,3.309860E+00
5.68080E-05,3.333940E+00,3.308945E+00
5.68240E-05,3.338823E+00,3.304977E+00
5.68400E-05,3.328599E+00,3.316269E+00
5.68560E-05,3.333482E+00,3.308945E+00
5.68720E-05,3.331041E+00,3.307877E+00
5.68880E-05,3.331498E+00,3.310776E+00
5.69040E-05,3.328141E+00,3.307877E+00
5.69200E-05,3.327226E+00,3.309860E+00
5.69360E-05,3.338365E+00,3.315659E+00
5.69520E-05,3.332567E+00,3.302536E+00
5.69680E-05,3.336992E+00,3.312759E+00
5.69840E-05,3.328141E+00,3.307877E+00
5.70000E-05,3.319902E+00,3.304520E+00
5.70160E-05,3.330125E+00,3.306961E+00
5.70320E-05,3.327684E+00,3.302994E+00
5.70480E-05,3.330583E+00,3.308334E+00
5.70640E-05,3.330583E+00,3.308945E+00
5.70800E-05,3.326616E+00,3.308334E+00
5.70960E-05,3.324785E+00,3.315659E+00
5.71120E-05,3.324785E+00,3.306503E+00
5.71280E-05,3.327684E+00,3.311386E+00
5.71440E-05,3.334550E+00,3.309860E+00
5.71600E-05,3.324174E+00,3.311386E+00
5.71760E-05,3.329057E+00,3.309402E+00
5.71920E-05,3.323716E+00,3.309860E+00
5.72080E-05,3.332567E+00,3.304062E+00
5.72240E-05,3.331498E+00,3.314743E+00
5.72400E-05,3.326158E+00,3.309860E+00
5.72560E-05,3.321733E+00,3.315659E+00
5.72720E-05,3.328599E+00,3.306961E+00
5.72880E-05,3.328599E+00,3.312759E+00
5.73040E-05,3.335466E+00,3.302536E+00
5.73200E-05,3.327684E+00,3.313828E+00
5.73360E-05,3.323259E+00,3.316269E+00
5.73520E-05,3.330125E+00,3.315201E+00
5.73680E-05,3.328141E+00,3.306503E+00
5.73840E-05,3.327684E+00,3.315201E+00
5.74000E-05,3.328599E+00,3.304977E+00
5.74160E-05,3.335466E+00,3.309860E+00
5.74320E-05,3.326616E+00,3.305893E+00
5.74480E-05,3.329667E+00,3.305435E+00
5.74640E-05,3.329057E+00,3.306961E+00
5.74800E-05,3.327226E+00,3.309402E+00
5.74960E-05,2.370195E+00,3.338242E+00
5.75120E-05,3.218549E-01,3.281479E+00
5.75280E-05,7.450989E-02,3.302994E+00
5.75440E-05,1.728943E-02,3.309860E+00
5.75600E-05,1.530579E-02,3.307877E+00
5.75760E-05,1.927307E-02,3.308334E+00
5.75920E-05,1.774719E-02,3.315201E+00
5.76080E-05,2.018860E-02,3.304520E+00
5.76240E-05,1.820496E-02,3.312302E+00
5.76400E-05,1.576355E-02,3.310776E+00
5.76560E-05,2.018860E-02,3.306961E+00
5.76720E-05,1.774719E-02,3.313217E+00
5.76880E-05,2.125671E-02,3.314743E+00
5.77040E-05,1.637390E-02,3.314743E+00
5.77200E-05,1.040696E+00,3.216019E+00
5.77360E-05,2.944993E+00,1.120682E+00
5.77520E-05,3.275346E+00,1.613617E-01
5.77680E-05,3.332109E+00,1.472473E-02
5.77840E-05,3.339891E+00,-7.629395E-05
5.78000E-05,3.342790E+00,-7.629395E-05
5.78160E-05,3.337449E+00,-3.433228E-03
5.78320E-05,3.339433E+00,-3.433228E-03
5.78480E-05,3.332109E+00,-5.874634E-03
5.78640E-05,3.328599E+00,-2.517700E-03
5.78800E-05,3.323259E+00,-2.975464E-03
5.78960E-05,3.334550E+00,9.918213E-04
5.79120E-05,3.328599E+00,-1.907349E-03
5.79280E-05,3.329667E+00,-2.975464E-03
5.79440E-05,3.330583E+00,-4.959106E-03
5.79600E-05,3.328599E+00,-3.890991E-03
5.79760E-05,3.337907E+00,2.365112E-03
5.79920E-05,3.330583E+00,3.433228E-03
5.80080E-05,3.333940E+00,-1.075745E-02
5.80240E-05,3.330583E+00,-4.348755E-03
5.80400E-05,3.333482E+00,8.316040E-03
5.80560E-05,3.323716E+00,4.348755E-03
5.80720E-05,3.333482E+00,7.400513E-03
5.80880E-05,3.331498E+00,3.433228E-03
5.81040E-05,3.324785E+00,4.348755E-03
5.81200E-05,3.330125E+00,-1.449585E-03
5.81360E-05,3.340806E+00,3.890991E-03
5.81520E-05,3.334550E+00,5.416870E-03
5.81680E-05,3.323259E+00,-7.858276E-03
5.81840E-05,3.327226E+00,3.890991E-03
5.82000E-05,3.331498E+00,4.348755E-03
5.82160E-05,3.333024E+00,2.365112E-03
5.82320E-05,3.329057E+00,-3.433228E-03
5.82480E-05,3.334550E+00,-5.340576E-04
5.82640E-05,3.324174E+00,-3.433228E-03
5.82800E-05,3.330583E+00,2.365112E-03
5.82960E-05,3.332567E+00,6.332397E-03
5.83120E-05,3.329667E+00,5.340576E-04
5.83280E-05,3.323716E+00,7.400513E-03
5.83440E-05,3.323716E+00,6.790161E-03
5.83600E-05,3.328141E+00,-1.449585E-03
5.83760E-05,3.320359E+00,3.890991E-03
5.83920E-05,3.331498E+00,-4.959106E-03
5.84080E-05,3.333024E+00,-2.975464E-03
5.84240E-05,3.334550E+00,3.433228E-03
5.84400E-05,3.330583E+00,6.332397E-03
5.84560E-05,3.323716E+00,2.975464E-03
5.84720E-05,3.326158E+00,-5.340576E-04
5.84880E-05,3.331498E+00,1.449585E-03
5.85040E-05,3.327684E+00,-5.340576E-04
5.85200E-05,2.386369E+00,3.181458E-02
5.85360E-05,3.183453E-01,-2.830505E-02
5.85520E-05,7.496765E-02,-7.400513E-03
5.85680E-05,2.705505E-02,1.907349E-03
5.85840E-05,1.240662E-02,2.975464E-03
5.86000E-05,1.927307E-02,1.449585E-03
5.86160E-05,1.042297E-02,-1.449585E-03
5.86320E-05,1.774719E-02,-5.340576E-04
5.86480E-05,1.439026E-02,-5.340576E-04
5.86640E-05,1.240662E-02,2.975464E-03
5.86800E-05,1.637390E-02,-1.449585E-03
5.86960E-05,2.369812E-02,5.340576E-04
5.87120E-05,2.369812E-02,1.449585E-03
5.87280E-05,2.018860E-02,3.433228E-03
5.87440E-05,9.615033E-01,-3.028870E-02
5.87600E-05,3.029527E+00,2.784729E-02
5.87760E-05,3.279771E+00,1.274109E-02
5.87920E-05,3.325242E+00,1.449585E-03
5.88080E-05,3.330583E+00,5.874634E-03
5.88240E-05,3.331041E+00,4.959106E-03
5.88400E-05,3.332109E+00,4.959106E-03
5.88560E-05,3.341264E+00,1.365662E-02
5.88720E-05,3.336381E+00,1.449585E-03
5.88880E-05,3.328141E+00,1.029968E-02
5.89040E-05,3.336381E+00,2.975464E-03
5.89200E-05,3.332109E+00,2.975464E-03
5.89360E-05,3.327684E+00,-9.918213E-04
5.89520E-05,3.329667E+00,-5.340576E-04
5.89680E-05,3.332567E+00,2.975464E-03
5.89840E-05,3.333940E+00,-5.340576E-04
5.90000E-05,3.330583E+00,4.348755E-03
5.90160E-05,3.323716E+00,2.365112E-03
5.90320E-05,3.333482E+00,5.874634E-03
5.90480E-05,3.332567E+00,2.365112E-03
5.90640E-05,3.337449E+00,5.874634E-03
5.90800E-05,3.329667E+00,1.449585E-03
5.90960E-05,3.333940E+00,4.348755E-03
5.91120E-05,3.338365E+00,8.316040E-03
5.91280E-05,3.335466E+00,2.365112E-03
5.91440E-05,3.331041E+00,4.959106E-03
5.91600E-05,3.332109E+00,-9.918213E-04
5.91760E-05,3.330125E+00,2.975464E-03
5.91920E-05,3.333024E+00,-7.629395E-05
5.92080E-05,3.335923E+00,-9.918213E-04
5.92240E-05,3.335923E+00,5.340576E-04
5.92400E-05,3.336992E+00,5.340576E-04
5.92560E-05,3.328141E+00,7.858276E-03
5.92720E-05,3.331041E+00,5.416870E-03
5.92880E-05,3.333024E+00,9.918213E-04
5.93040E-05,3.331498E+00,3.890991E-03
5.93200E-05,3.329057E+00,4.348755E-03
5.93360E-05,3.332567E+00,5.340576E-04
5.93520E-05,3.331498E+00,1.449585E-03
5.93680E-05,3.336992E+00,-4.348755E-03
5.93840E-05,3.333024E+00,4.348755E-03
5.94000E-05,3.324785E+00,8.316040E-03
5.94160E-05,3.329057E+00,5.874634E-03
5.94320E-05,3.329057E+00,-1.907349E-03
5.94480E-05,3.332567E+00,-5.340576E-04
5.94640E-05,3.325700E+00,5.874634E-03
5.94800E-05,3.337907E+00,7.400513E-03
5.94960E-05,3.331498E+00,6.332397E-03
5.95120E-05,3.333482E+00,9.918213E-04
5.95280E-05,3.326158E+00,6.332397E-03
5.95440E-05,2.397050E+00,3.273010E-02
5.95600E-05,3.207867E-01,-1.274109E-02
5.95760E-05,7.832458E-02,6.332397E-03
5.95920E-05,2.217224E-02,1.075745E-02
5.96080E-05,2.064636E-02,-1.449585E-03
5.96240E-05,8.439331E-03,4.348755E-03
5.96400E-05,2.018860E-02,6.790161E-03
5.96560E-05,2.064636E-02,1.449585E-03
5.96720E-05,1.820496E-02,-5.340576E-04
5.96880E-05,1.881531E-02,4.959106E-03
5.97040E-05,2.171448E-02,2.975464E-03
5.97200E-05,1.286438E-02,3.433228E-03
5.97360E-05,1.728943E-02,3.433228E-03
5.97520E-05,2.217224E-02,9.918213E-04
5.97680E-05,9.537213E-01,-2.830505E-02
5.97840E-05,3.024186E+00,3.028870E-02
5.98000E-05,3.275346E+00,1.274109E-02
5.98160E-05,3.326616E+00,1.907349E-03
5.98320E-05,3.333024E+00,9.231567E-03
5.98480E-05,3.333024E+00,6.790161E-03
5.98640E-05,3.343248E+00,7.400513E-03
5.98800E-05,3.332109E+00,5.416870E-03
5.98960E-05,3.327684E+00,4.348755E-03
5.99120E-05,3.331498E+00,-5.340576E-04
5.99280E-05,3.331041E+00,9.841919E-03
5.99440E-05,3.324174E+00,4.348755E-03
5.99600E-05,3.329057E+00,-9.918213E-04
5.99760E-05,3.328599E+00,7.858276E-03
5.99920E-05,3.331498E+00,1.907349E-03
6.00080E-05,3.333940E+00,6.332397E-03
6.00240E-05,3.319902E+00,1.907349E-03
6.00400E-05,3.325242E+00,1.907349E-03
6.00560E-05,3.333482E+00,3.433228E-03
6.00720E-05,3.329667E+00,1.907349E-03
6.00880E-05,3.329667E+00,7.400513E-03
6.01040E-05,3.323259E+00,3.890991E-03
6.01200E-05,3.327684E+00,5.416870E-03
6.01360E-05,3.333482E+00,2.975464E-03
6.01520E-05,3.330583E+00,9.918213E-04
6.01680E-05,3.331498E+00,-7.629395E-05
6.01840E-05,3.322801E+00,7.858276E-03
6.02000E-05,3.332567E+00,2.365112E-03
6.02160E-05,3.333024E+00,4.348755E-03
6.02320E-05,3.327684E+00,8.316040E-03
6.02480E-05,3.321275E+00,9.918213E-04
6.02640E-05,3.339891E+00,-9.918213E-04
6.02800E-05,3.326616E+00,6.332397E-03
6.02960E-05,3.333482E+00,-9.918213E-04
6.03120E-05,3.333482E+00,-3.890991E-03
6.03280E-05,3.330583E+00,2.365112E-03
6.03440E-05,3.339891E+00,9.231567E-03
6.03600E-05,3.326158E+00,3.890991E-03
6.03760E-05,3.332567E+00,9.841919E-03
6.03920E-05,3.325700E+00,1.121521E-02
6.04080E-05,3.330125E+00,4.348755E-03
6.04240E-05,3.326158E+00,4.348755E-03
6.04400E-05,3.331498E+00,1.449585E-03
6.04560E-05,3.335923E+00,3.890991E-03
6.04720E-05,3.333940E+00,7.400513E-03
6.04880E-05,3.330583E+00,7.400513E-03
6.05040E-05,3.335008E+00,5.416870E-03
6.05200E-05,3.333940E+00,2.975464E-03
6.05360E-05,3.329057E+00,7.400513E-03
6.05520E-05,3.331498E+00,-1.907349E-03
6.05680E-05,2.397050E+00,4.051208E-02
6.05840E-05,3.247540E-01,-2.449036E-02
6.06000E-05,7.405212E-02,-7.629395E-05
6.06160E-05,2.751282E-02,2.975464E-03
6.06320E-05,1.774719E-02,6.790161E-03
6.06480E-05,2.171448E-02,1.274109E-02
6.06640E-05,1.881531E-02,3.890991E-03
6.06800E-05,1.484802E-02,5.874634E-03
6.06960E-05,2.064636E-02,5.874634E-03
6.07120E-05,1.637390E-02,-1.449585E-03
6.07280E-05,1.881531E-02,2.975464E-03
6.07440E-05,1.820496E-02,-1.907349E-03
6.07600E-05,1.393250E-02,2.365112E-03
6.07760E-05,1.240662E-02,9.231567E-03
6.07920E-05,9.512799E-01,-2.983093E-02
6.08080E-05,3.023118E+00,3.364563E-02
6.08240E-05,3.279771E+00,1.564026E-02
6.08400E-05,3.322801E+00,-9.918213E-04
6.08560E-05,3.328599E+00,9.918213E-04
6.08720E-05,3.335466E+00,6.332397E-03
6.08880E-05,3.331498E+00,3.433228E-03
6.09040E-05,3.324785E+00,1.449585E-03
6.09200E-05,3.330583E+00,-9.918213E-04
6.09360E-05,3.333024E+00,7.400513E-03
6.09520E-05,3.328599E+00,6.332397E-03
6.09680E-05,3.330125E+00,1.121521E-02
6.09840E-05,3.334550E+00,8.316040E-03
6.10000E-05,3.327684E+00,7.858276E-03
6.10160E-05,3.325700E+00,5.416870E-03
6.10320E-05,3.326158E+00,2.975464E-03
6.10480E-05,3.326158E+00,5.874634E-03
6.10640E-05,3.333482E+00,-2.517700E-03
6.10800E-05,3.320817E+00,8.773804E-03
6.10960E-05,3.327684E+00,8.773804E-03
6.11120E-05,3.328599E+00,5.416870E-03
6.11280E-05,3.328141E+00,1.907349E-03
6.11440E-05,3.332567E+00,5.416870E-03
6.11600E-05,3.333482E+00,6.790161E-03
6.11760E-05,3.324785E+00,3.433228E-03
6.11920E-05,3.332109E+00,4.348755E-03
6.12080E-05,3.329057E+00,-7.629395E-05
6.12240E-05,3.329667E+00,2.365112E-03
6.12400E-05,3.336381E+00,3.433228E-03
6.12560E-05,3.336381E+00,2.975464E-03
6.12720E-05,3.325700E+00,-3.890991E-03
6.12880E-05,3.324785E+00,1.907349E-03
6.13040E-05,3.330125E+00,5.416870E-03
6.13200E-05,3.333940E+00,2.365112E-03
6.13360E-05,3.337449E+00,6.332397E-03
6.13520E-05,3.330583E+00,1.167297E-02
6.13680E-05,3.328141E+00,8.316040E-03
6.13840E-05,3.326158E+00,3.890991E-03
6.14000E-05,3.335008E+00,7.400513E-03
6.14160E-05,3.324174E+00,8.773804E-03
6.14320E-05,3.331041E+00,-2.975464E-03
6.14480E-05,3.329667E+00,4.959106E-03
6.14640E-05,3.327226E+00,-5.874634E-03
6.14800E-05,3.332109E+00,6.332397E-03
6.14960E-05,3.329057E+00,5.874634E-03
6.15120E-05,3.334550E+00,6.332397E-03
6.15280E-05,3.335466E+00,-1.449585E-03
6.15440E-05,3.326616E+00,4.959106E-03
6.15600E-05,3.329667E+00,2.975464E-03
6.15760E-05,3.333482E+00,5.340576E-04
6.15920E-05,2.411699E+00,4.646301E-02
6.16080E-05,3.203290E-01,-2.632141E-02
6.16240E-05,7.008484E-02,5.340576E-04
6.16400E-05,2.308777E-02,1.075745E-02
6.16560E-05,1.393250E-02,3.890991E-03
6.16720E-05,1.683167E-02,7.858276E-03
6.16880E-05,2.064636E-02,1.449585E-03
6.17040E-05,1.728943E-02,9.231567E-03
6.17200E-05,2.461365E-02,4.348755E-03
6.17360E-05,2.018860E-02,-5.340576E-04
6.17520E-05,1.393250E-02,9.918213E-04
6.17680E-05,1.927307E-02,9.841919E-03
6.17840E-05,1.637390E-02,5.340576E-04
6.18000E-05,2.263000E-02,8.316040E-03
6.18160E-05,8.530133E-01,6.843567E-02
6.18320E-05,3.121385E+00,2.275162E+00
6.18480E-05,3.279771E+00,3.161240E+00
6.18640E-05,3.320817E+00,3.299637E+00
6.18800E-05,3.336381E+00,3.320694E+00
6.18960E-05,3.330583E+00,3.315659E+00
6.19120E-05,3.336381E+00,3.314743E+00
6.19280E-05,3.333024E+00,3.318710E+00
6.19440E-05,3.330583E+00,3.310776E+00
6.19600E-05,3.330125E+00,3.316269E+00
6.19760E-05,3.333024E+00,3.313217E+00
6.19920E-05,3.334550E+00,3.319168E+00
6.20080E-05,3.333940E+00,3.318100E+00
6.20240E-05,3.331498E+00,3.315659E+00
6.20400E-05,3.322801E+00,3.309402E+00
