in s,C1 in V,C2 in V
-6.66712E-04,3.325242E+00,2.365112E-03
-6.66696E-04,3.333482E+00,9.918213E-04
-6.66680E-04,3.333940E+00,3.890991E-03
-6.66664E-04,3.328599E+00,3.433228E-03
-6.66648E-04,3.330125E+00,3.890991E-03
-6.66632E-04,3.322801E+00,3.890991E-03
-6.66616E-04,3.330583E+00,1.365662E-02
-6.66600E-04,3.335008E+00,1.449585E-03
-6.66584E-04,3.331498E+00,-5.340576E-04
-6.66568E-04,3.329667E+00,6.332397E-03
-6.66552E-04,3.325242E+00,5.874634E-03
-6.66536E-04,3.334550E+00,7.400513E-03
-6.66520E-04,3.325242E+00,1.449585E-03
-6.66504E-04,3.331041E+00,1.449585E-03
-6.66488E-04,1.617479E+00,1.762390E-02
-6.66472E-04,2.480023E-01,-4.959106E-03
-6.66456E-04,3.971985E-02,-7.629395E-05
-6.66440E-04,1.484802E-02,6.790161E-03
-6.66424E-04,1.439026E-02,9.918213E-04
-6.66408E-04,1.683167E-02,6.790161E-03
-6.66392E-04,1.484802E-02,3.433228E-03
-6.66376E-04,1.530579E-02,7.858276E-03
-6.66360E-04,1.439026E-02,6.332397E-03
-6.66344E-04,2.018860E-02,-1.907349E-03
-6.66328E-04,2.308777E-02,2.975464E-03
-6.66312E-04,1.530579E-02,-2.517700E-03
-6.66296E-04,2.125671E-02,1.029968E-02
-6.66280E-04,2.171448E-02,5.416870E-03
-6.66264E-04,1.770524E+00,4.892731E-01
-6.66248E-04,3.065233E+00,2.683792E+00
-6.66232E-04,3.292894E+00,3.230667E+00
-6.66216E-04,3.323259E+00,3.306503E+00
-6.66200E-04,3.328599E+00,3.319168E+00
-6.66184E-04,3.324785E+00,3.313828E+00
-6.66168E-04,3.333482E+00,3.325577E+00
-6.66152E-04,3.332567E+00,3.316727E+00
-6.66136E-04,3.330125E+00,3.317642E+00
-6.66120E-04,3.331041E+00,3.320694E+00
-6.66104E-04,3.337907E+00,3.321609E+00
-6.66088E-04,3.328141E+00,3.307877E+00
-6.66072E-04,3.331498E+00,3.312302E+00
-6.66056E-04,3.333940E+00,3.319626E+00
-6.66040E-04,3.331498E+00,3.323135E+00
-6.66024E-04,3.327684E+00,3.311844E+00
-6.66008E-04,3.328141E+00,3.316269E+00
-6.65992E-04,3.325242E+00,3.312759E+00
-6.65976E-04,3.329667E+00,3.309860E+00
-6.65960E-04,3.325242E+00,3.319168E+00
-6.65944E-04,3.326158E+00,3.318710E+00
-6.65928E-04,3.329057E+00,3.312759E+00
-6.65912E-04,3.330583E+00,3.314743E+00
-6.65896E-04,3.333482E+00,3.313828E+00
-6.65880E-04,3.322801E+00,3.307877E+00
-6.65864E-04,3.324785E+00,3.317184E+00
-6.65848E-04,3.329667E+00,3.311844E+00
-6.65832E-04,3.333024E+00,3.314743E+00
-6.65816E-04,3.327684E+00,3.315201E+00
-6.65800E-04,3.331498E+00,3.309402E+00
-6.65784E-04,3.336992E+00,3.313217E+00
-6.65768E-04,3.326158E+00,3.316269E+00
-6.65752E-04,3.325700E+00,3.313828E+00
-6.65736E-04,3.332109E+00,3.316727E+00
-6.65720E-04,3.328599E+00,3.317642E+00
-6.65704E-04,3.327226E+00,3.316727E+00
-6.65688E-04,3.326158E+00,3.319168E+00
-6.65672E-04,3.327684E+00,3.311386E+00
-6.65656E-04,3.335008E+00,3.312759E+00
-6.65640E-04,3.325700E+00,3.319626E+00
-6.65624E-04,3.331498E+00,3.321152E+00
-6.65608E-04,3.335008E+00,3.314285E+00
-6.65592E-04,3.330583E+00,3.314743E+00
-6.65576E-04,3.332567E+00,3.312302E+00
-6.65560E-04,3.333024E+00,3.313828E+00
-6.65544E-04,3.326158E+00,3.322067E+00
-6.65528E-04,3.329667E+00,3.311386E+00
-6.65512E-04,3.325700E+00,3.317642E+00
-6.65496E-04,3.334550E+00,3.317184E+00
-6.65480E-04,3.329057E+00,3.311844E+00
-6.65464E-04,1.633195E+00,3.327408E+00
-6.65448E-04,2.493756E-01,3.299637E+00
-6.65432E-04,4.033020E-02,3.308334E+00
-6.65416E-04,1.728943E-02,3.314285E+00
-6.65400E-04,1.576355E-02,3.313217E+00
-6.65384E-04,2.659729E-02,3.316269E+00
-6.65368E-04,2.415588E-02,3.310776E+00
-6.65352E-04,2.171448E-02,3.310318E+00
-6.65336E-04,2.552917E-02,3.313217E+00
-6.65320E-04,1.576355E-02,3.315201E+00
-6.65304E-04,2.018860E-02,3.318100E+00
-6.65288E-04,2.125671E-02,3.313217E+00
-6.65272E-04,2.308777E-02,3.312302E+00
-6.65256E-04,1.576355E-02,3.308945E+00
-6.65240E-04,1.700029E+00,2.870407E+00
-6.65224E-04,3.109636E+00,6.749725E-01
-6.65208E-04,3.309984E+00,9.284973E-02
-6.65192E-04,3.338365E+00,1.167297E-02
-6.65176E-04,3.329057E+00,-1.907349E-03
-6.65160E-04,3.330583E+00,4.959106E-03
-6.65144E-04,3.336992E+00,3.433228E-03
-6.65128E-04,3.343248E+00,2.365112E-03
-6.65112E-04,3.331041E+00,-1.449585E-03
-6.65096E-04,3.332567E+00,-9.918213E-04
-6.65080E-04,3.336992E+00,-9.918213E-04
-6.65064E-04,3.335923E+00,1.449585E-03
-6.65048E-04,3.333024E+00,5.416870E-03
-6.65032E-04,3.331041E+00,1.907349E-03
-6.65016E-04,3.337449E+00,2.365112E-03
-6.65000E-04,3.331041E+00,1.449585E-03
-6.64984E-04,3.335923E+00,-7.629395E-05
-6.64968E-04,3.329057E+00,2.365112E-03
-6.64952E-04,3.331041E+00,-9.918213E-04
-6.64936E-04,3.331498E+00,5.340576E-04
-6.64920E-04,3.331498E+00,-1.907349E-03
-6.64904E-04,3.332567E+00,5.340576E-04
-6.64888E-04,3.327226E+00,2.365112E-03
-6.64872E-04,3.338365E+00,2.365112E-03
-6.64856E-04,3.331498E+00,3.433228E-03
-6.64840E-04,3.326158E+00,3.890991E-03
-6.64824E-04,3.328141E+00,5.874634E-03
-6.64808E-04,3.333940E+00,6.790161E-03
-6.64792E-04,3.331041E+00,2.975464E-03
-6.64776E-04,3.332109E+00,3.890991E-03
-6.64760E-04,3.327226E+00,9.918213E-04
-6.64744E-04,3.333482E+00,6.790161E-03
-6.64728E-04,3.334550E+00,7.858276E-03
-6.64712E-04,3.328141E+00,3.433228E-03
-6.64696E-04,3.329667E+00,6.332397E-03
-6.64680E-04,3.329667E+00,5.340576E-04
-6.64664E-04,3.333940E+00,3.890991E-03
-6.64648E-04,3.329667E+00,9.231567E-03
-6.64632E-04,3.331041E+00,-9.918213E-04
-6.64616E-04,3.326616E+00,-5.340576E-04
-6.64600E-04,3.329667E+00,2.365112E-03
-6.64584E-04,3.332567E+00,-1.449585E-03
-6.64568E-04,3.327226E+00,4.959106E-03
-6.64552E-04,3.326616E+00,-3.890991E-03
-6.64536E-04,3.337449E+00,4.959106E-03
-6.64520E-04,3.327684E+00,-1.907349E-03
-6.64504E-04,3.328141E+00,-7.629395E-05
-6.64488E-04,3.333940E+00,5.416870E-03
-6.64472E-04,3.326616E+00,6.790161E-03
-6.64456E-04,3.325700E+00,9.918213E-04
-6.64440E-04,1.629228E+00,1.472473E-02
-6.64424E-04,2.493756E-01,-8.773804E-03
-6.64408E-04,4.170349E-02,-5.874634E-03
-6.64392E-04,1.774719E-02,-1.907349E-03
-6.64376E-04,1.332214E-02,-1.907349E-03
-6.64360E-04,1.149109E-02,3.433228E-03
-6.64344E-04,1.332214E-02,-7.629395E-05
-6.64328E-04,2.171448E-02,7.858276E-03
-6.64312E-04,1.927307E-02,1.228333E-02
-6.64296E-04,2.217224E-02,-1.907349E-03
-6.64280E-04,2.125671E-02,6.790161E-03
-6.64264E-04,2.018860E-02,9.918213E-04
-6.64248E-04,1.728943E-02,9.918213E-04
-6.64232E-04,2.308777E-02,1.449585E-03
-6.64216E-04,1.715287E+00,-2.975464E-03
-6.64200E-04,3.095445E+00,1.075745E-02
-6.64184E-04,3.306627E+00,-4.348755E-03
-6.64168E-04,3.328141E+00,-7.629395E-05
-6.64152E-04,3.332109E+00,9.841919E-03
-6.64136E-04,3.327684E+00,6.332397E-03
-6.64120E-04,3.332567E+00,4.348755E-03
-6.64104E-04,3.336381E+00,2.975464E-03
-6.64088E-04,3.329057E+00,4.959106E-03
-6.64072E-04,3.334550E+00,9.841919E-03
-6.64056E-04,3.333024E+00,-5.340576E-04
-6.64040E-04,3.335008E+00,-1.449585E-03
-6.64024E-04,3.326158E+00,1.449585E-03
-6.64008E-04,3.331041E+00,7.400513E-03
-6.63992E-04,3.336381E+00,3.890991E-03
-6.63976E-04,3.328141E+00,-7.629395E-05
-6.63960E-04,3.326616E+00,1.228333E-02
-6.63944E-04,3.323716E+00,1.449585E-03
-6.63928E-04,3.327226E+00,9.841919E-03
-6.63912E-04,3.324785E+00,6.332397E-03
-6.63896E-04,3.328141E+00,-7.629395E-05
-6.63880E-04,3.327684E+00,1.121521E-02
-6.63864E-04,3.331041E+00,1.655579E-02
-6.63848E-04,3.331041E+00,-2.975464E-03
-6.63832E-04,3.327684E+00,9.918213E-04
-6.63816E-04,3.326616E+00,5.340576E-04
-6.63800E-04,3.325242E+00,8.773804E-03
-6.63784E-04,3.331498E+00,5.340576E-04
-6.63768E-04,3.331498E+00,2.975464E-03
-6.63752E-04,3.327226E+00,5.416870E-03
-6.63736E-04,3.335923E+00,1.907349E-03
-6.63720E-04,3.330125E+00,3.433228E-03
-6.63704E-04,3.326616E+00,6.332397E-03
-6.63688E-04,3.327226E+00,4.959106E-03
-6.63672E-04,3.328141E+00,1.274109E-02
-6.63656E-04,3.327684E+00,1.907349E-03
-6.63640E-04,3.329057E+00,4.959106E-03
-6.63624E-04,3.329667E+00,6.790161E-03
-6.63608E-04,3.329057E+00,-5.340576E-04
-6.63592E-04,3.326616E+00,8.773804E-03
-6.63576E-04,3.326158E+00,6.332397E-03
-6.63560E-04,3.323259E+00,-7.629395E-05
-6.63544E-04,3.331498E+00,6.332397E-03
-6.63528E-04,3.332109E+00,1.449585E-03
-6.63512E-04,3.326616E+00,7.400513E-03
-6.63496E-04,3.328599E+00,6.332397E-03
-6.63480E-04,3.332567E+00,8.316040E-03
-6.63464E-04,3.322343E+00,5.340576E-04
-6.63448E-04,3.331041E+00,4.348755E-03
-6.63432E-04,3.333940E+00,3.433228E-03
-6.63416E-04,1.649217E+00,2.143860E-02
-6.63400E-04,2.513593E-01,-1.449585E-03
-6.63384E-04,3.682068E-02,1.167297E-02
-6.63368E-04,2.018860E-02,6.332397E-03
-6.63352E-04,1.439026E-02,2.365112E-03
-6.63336E-04,1.393250E-02,5.416870E-03
-6.63320E-04,8.439331E-03,3.433228E-03
-6.63304E-04,1.728943E-02,3.890991E-03
-6.63288E-04,1.820496E-02,1.365662E-02
-6.63272E-04,2.018860E-02,7.858276E-03
-6.63256E-04,1.973083E-02,-5.340576E-04
-6.63240E-04,2.369812E-02,-1.449585E-03
-6.63224E-04,1.774719E-02,1.907349E-03
-6.63208E-04,1.927307E-02,5.340576E-04
-6.63192E-04,1.739244E+00,4.691315E-01
-6.63176E-04,3.067064E+00,2.674026E+00
-6.63160E-04,3.297319E+00,3.223801E+00
-6.63144E-04,3.319291E+00,3.305435E+00
-6.63128E-04,3.327226E+00,3.314743E+00
-6.63112E-04,3.327684E+00,3.318100E+00
-6.63096E-04,3.341264E+00,3.326035E+00
-6.63080E-04,3.333482E+00,3.316269E+00
-6.63064E-04,3.338823E+00,3.314285E+00
-6.63048E-04,3.335923E+00,3.316269E+00
-6.63032E-04,3.333940E+00,3.319168E+00
-6.63016E-04,3.328599E+00,3.313828E+00
-6.63000E-04,3.324785E+00,3.314743E+00
-6.62984E-04,3.326158E+00,3.312302E+00
-6.62968E-04,3.323259E+00,3.318710E+00
-6.62952E-04,3.329057E+00,3.313217E+00
-6.62936E-04,3.330583E+00,3.312759E+00
-6.62920E-04,3.324785E+00,3.314285E+00
-6.62904E-04,3.332109E+00,3.312759E+00
-6.62888E-04,3.332567E+00,3.311386E+00
-6.62872E-04,3.330125E+00,3.312759E+00
-6.62856E-04,3.330125E+00,3.322067E+00
-6.62840E-04,3.322801E+00,3.317184E+00
-6.62824E-04,3.323716E+00,3.318100E+00
-6.62808E-04,3.334550E+00,3.319168E+00
-6.62792E-04,3.332109E+00,3.315659E+00
-6.62776E-04,3.324174E+00,3.322067E+00
-6.62760E-04,3.330125E+00,3.328476E+00
-6.62744E-04,3.329667E+00,3.311844E+00
-6.62728E-04,3.325242E+00,3.314285E+00
-6.62712E-04,3.330125E+00,3.314285E+00
-6.62696E-04,3.331041E+00,3.306961E+00
-6.62680E-04,3.322801E+00,3.315201E+00
-6.62664E-04,3.339891E+00,3.322525E+00
-6.62648E-04,3.328599E+00,3.317642E+00
-6.62632E-04,3.332567E+00,3.314743E+00
-6.62616E-04,3.330583E+00,3.317642E+00
-6.62600E-04,3.324174E+00,3.324509E+00
-6.62584E-04,3.328599E+00,3.313828E+00
-6.62568E-04,3.329057E+00,3.314743E+00
-6.62552E-04,3.329667E+00,3.316269E+00
-6.62536E-04,3.328599E+00,3.307877E+00
-6.62520E-04,3.323259E+00,3.314743E+00
-6.62504E-04,3.321733E+00,3.315201E+00
-6.62488E-04,3.331041E+00,3.316269E+00
-6.62472E-04,3.327226E+00,3.311844E+00
-6.62456E-04,3.335466E+00,3.318710E+00
-6.62440E-04,3.330125E+00,3.320694E+00
-6.62424E-04,3.330125E+00,3.316269E+00
-6.62408E-04,3.324785E+00,3.315201E+00
-6.62392E-04,1.644792E+00,3.324966E+00
-6.62376E-04,2.484601E-01,3.309860E+00
-6.62360E-04,3.880432E-02,3.309402E+00
-6.62344E-04,1.637390E-02,3.317642E+00
-6.62328E-04,1.774719E-02,3.311844E+00
-6.62312E-04,1.286438E-02,3.313828E+00
-6.62296E-04,1.484802E-02,3.311386E+00
-6.62280E-04,1.774719E-02,3.316727E+00
-6.62264E-04,2.125671E-02,3.316269E+00
-6.62248E-04,1.728943E-02,3.312759E+00
-6.62232E-04,2.171448E-02,3.312302E+00
-6.62216E-04,2.064636E-02,3.313217E+00
-6.62200E-04,1.393250E-02,3.314285E+00
-6.62184E-04,1.881531E-02,3.307419E+00
-6.62168E-04,1.685380E+00,2.881241E+00
-6.62152E-04,3.098344E+00,6.838226E-01
-6.62136E-04,3.314409E+00,9.819031E-02
-6.62120E-04,3.323716E+00,1.167297E-02
-6.62104E-04,3.329057E+00,3.433228E-03
-6.62088E-04,3.335923E+00,-7.629395E-05
-6.62072E-04,3.334550E+00,1.449585E-03
-6.62056E-04,3.327226E+00,6.332397E-03
-6.62040E-04,3.336992E+00,-9.918213E-04
-6.62024E-04,3.331041E+00,8.316040E-03
-6.62008E-04,3.335466E+00,2.365112E-03
-6.61992E-04,3.335008E+00,-5.340576E-04
-6.61976E-04,3.332567E+00,1.907349E-03
-6.61960E-04,3.332109E+00,-2.517700E-03
-6.61944E-04,3.330583E+00,-2.517700E-03
-6.61928E-04,3.333024E+00,3.433228E-03
-6.61912E-04,3.330125E+00,-5.340576E-04
-6.61896E-04,3.328141E+00,9.918213E-04
-6.61880E-04,3.329667E+00,1.274109E-02
-6.61864E-04,3.335008E+00,9.918213E-04
-6.61848E-04,3.333940E+00,4.959106E-03
-6.61832E-04,3.328599E+00,5.340576E-04
-6.61816E-04,3.328599E+00,4.959106E-03
-6.61800E-04,3.330583E+00,-6.332397E-03
-6.61784E-04,3.329667E+00,4.959106E-03
-6.61768E-04,3.333482E+00,9.918213E-04
-6.61752E-04,3.324174E+00,4.348755E-03
-6.61736E-04,3.325242E+00,4.959106E-03
-6.61720E-04,3.331041E+00,7.858276E-03
-6.61704E-04,3.324785E+00,4.348755E-03
-6.61688E-04,3.326158E+00,-6.790161E-03
-6.61672E-04,3.332109E+00,-5.416870E-03
-6.61656E-04,3.331498E+00,2.975464E-03
-6.61640E-04,3.330125E+00,2.975464E-03
-6.61624E-04,3.327684E+00,1.075745E-02
-6.61608E-04,3.334550E+00,4.959106E-03
-6.61592E-04,3.333940E+00,5.340576E-04
-6.61576E-04,3.321733E+00,9.841919E-03
-6.61560E-04,3.321275E+00,-1.907349E-03
-6.61544E-04,3.328141E+00,-2.517700E-03
-6.61528E-04,3.332109E+00,4.959106E-03
-6.61512E-04,3.328599E+00,-5.340576E-04
-6.61496E-04,3.328599E+00,-1.449585E-03
-6.61480E-04,3.333024E+00,2.975464E-03
-6.61464E-04,3.334550E+00,-3.890991E-03
-6.61448E-04,3.326616E+00,7.858276E-03
-6.61432E-04,3.329057E+00,2.975464E-03
-6.61416E-04,3.330125E+00,5.416870E-03
-6.61400E-04,3.330125E+00,6.332397E-03
-6.61384E-04,3.332109E+00,-2.975464E-03
-6.61368E-04,1.639909E+00,1.808167E-02
-6.61352E-04,2.548688E-01,-1.075745E-02
-6.61336E-04,3.437927E-02,3.433228E-03
-6.61320E-04,2.751282E-02,4.959106E-03
-6.61304E-04,1.484802E-02,4.959106E-03
-6.61288E-04,1.774719E-02,3.433228E-03
-6.61272E-04,2.018860E-02,5.874634E-03
-6.61256E-04,2.751282E-02,1.907349E-03
-6.61240E-04,1.240662E-02,9.918213E-04
-6.61224E-04,2.064636E-02,5.416870E-03
-6.61208E-04,1.683167E-02,7.400513E-03
-6.61192E-04,2.858093E-02,4.348755E-03
-6.61176E-04,1.530579E-02,5.874634E-03
-6.61160E-04,2.125671E-02,1.167297E-02
-6.61144E-04,1.697587E+00,-6.332397E-03
-6.61128E-04,3.090562E+00,1.274109E-02
-6.61112E-04,3.303270E+00,5.340576E-04
-6.61096E-04,3.326616E+00,1.449585E-03
-6.61080E-04,3.329057E+00,3.890991E-03
-6.61064E-04,3.324785E+00,3.433228E-03
-6.61048E-04,3.335466E+00,4.959106E-03
-6.61032E-04,3.330125E+00,5.416870E-03
-6.61016E-04,3.326616E+00,5.416870E-03
-6.61000E-04,3.325700E+00,4.959106E-03
-6.60984E-04,3.331041E+00,-7.629395E-05
-6.60968E-04,3.333940E+00,-9.918213E-04
-6.60952E-04,3.323716E+00,4.348755E-03
-6.60936E-04,3.325242E+00,1.121521E-02
-6.60920E-04,3.323259E+00,8.773804E-03
-6.60904E-04,3.338365E+00,4.959106E-03
-6.60888E-04,3.333024E+00,5.416870E-03
-6.60872E-04,3.332567E+00,1.449585E-03
-6.60856E-04,3.323259E+00,9.918213E-04
-6.60840E-04,3.327226E+00,5.874634E-03
-6.60824E-04,3.333482E+00,9.918213E-04
-6.60808E-04,3.330583E+00,6.790161E-03
-6.60792E-04,3.327684E+00,3.433228E-03
-6.60776E-04,3.327684E+00,1.121521E-02
-6.60760E-04,3.329057E+00,5.340576E-04
-6.60744E-04,3.335008E+00,2.365112E-03
-6.60728E-04,3.322343E+00,8.773804E-03
-6.60712E-04,3.333024E+00,3.433228E-03
-6.60696E-04,3.327684E+00,4.348755E-03
-6.60680E-04,3.327226E+00,-1.907349E-03
-6.60664E-04,3.333940E+00,3.890991E-03
-6.60648E-04,3.334550E+00,-5.340576E-04
-6.60632E-04,3.330583E+00,5.416870E-03
-6.60616E-04,3.326616E+00,4.959106E-03
-6.60600E-04,3.333024E+00,5.416870E-03
-6.60584E-04,3.325242E+00,1.029968E-02
-6.60568E-04,3.326616E+00,4.959106E-03
-6.60552E-04,3.326158E+00,7.400513E-03
-6.60536E-04,3.330125E+00,2.975464E-03
-6.60520E-04,3.326616E+00,3.890991E-03
-6.60504E-04,3.329057E+00,7.400513E-03
-6.60488E-04,3.327684E+00,3.433228E-03
-6.60472E-04,3.325700E+00,1.449585E-03
-6.60456E-04,3.325242E+00,4.959106E-03
-6.60440E-04,3.330583E+00,5.416870E-03
-6.60424E-04,3.334550E+00,2.975464E-03
-6.60408E-04,3.328599E+00,6.332397E-03
-6.60392E-04,3.331498E+00,-7.629395E-05
-6.60376E-04,3.326616E+00,6.332397E-03
-6.60360E-04,3.336992E+00,6.332397E-03
-6.60344E-04,1.643876E+00,1.853943E-02
-6.60328E-04,2.504437E-01,-1.609802E-02
-6.60312E-04,3.682068E-02,4.348755E-03
-6.60296E-04,1.774719E-02,4.959106E-03
-6.60280E-04,1.683167E-02,1.449585E-03
-6.60264E-04,1.683167E-02,1.075745E-02
-6.60248E-04,2.415588E-02,-5.340576E-04
-6.60232E-04,2.018860E-02,-9.918213E-04
-6.60216E-04,1.393250E-02,9.918213E-04
-6.60200E-04,1.820496E-02,9.918213E-04
-6.60184E-04,2.263000E-02,9.841919E-03
-6.60168E-04,1.332214E-02,6.332397E-03
-6.60152E-04,2.217224E-02,4.959106E-03
-6.60136E-04,1.820496E-02,9.231567E-03
-6.60120E-04,1.727952E+00,4.691315E-01
-6.60104E-04,3.073930E+00,2.674484E+00
-6.60088E-04,3.297319E+00,3.228226E+00
-6.60072E-04,3.316392E+00,3.297195E+00
-6.60056E-04,3.335923E+00,3.316269E+00
-6.60040E-04,3.329057E+00,3.306503E+00
-6.60024E-04,3.334550E+00,3.319626E+00
-6.60008E-04,3.336992E+00,3.320084E+00
-6.59992E-04,3.330125E+00,3.317642E+00
-6.59976E-04,3.330125E+00,3.316727E+00
-6.59960E-04,3.333940E+00,3.313217E+00
-6.59944E-04,3.322801E+00,3.313217E+00
-6.59928E-04,3.334550E+00,3.307877E+00
-6.59912E-04,3.329057E+00,3.316727E+00
-6.59896E-04,3.329667E+00,3.315659E+00
-6.59880E-04,3.327226E+00,3.307419E+00
-6.59864E-04,3.332109E+00,3.318710E+00
-6.59848E-04,3.329667E+00,3.314743E+00
-6.59832E-04,3.331498E+00,3.319626E+00
-6.59816E-04,3.330583E+00,3.317184E+00
-6.59800E-04,3.328141E+00,3.316269E+00
-6.59784E-04,3.337449E+00,3.313217E+00
-6.59768E-04,3.335923E+00,3.319168E+00
-6.59752E-04,3.330583E+00,3.311844E+00
-6.59736E-04,3.333024E+00,3.317642E+00
-6.59720E-04,3.329057E+00,3.310776E+00
-6.59704E-04,3.326158E+00,3.312759E+00
-6.59688E-04,3.328599E+00,3.312759E+00
-6.59672E-04,3.327226E+00,3.315201E+00
-6.59656E-04,3.327226E+00,3.318710E+00
-6.59640E-04,3.331498E+00,3.310318E+00
-6.59624E-04,3.327226E+00,3.319168E+00
-6.59608E-04,3.330125E+00,3.310776E+00
-6.59592E-04,3.326616E+00,3.314743E+00
-6.59576E-04,3.323716E+00,3.312759E+00
-6.59560E-04,3.321733E+00,3.316727E+00
-6.59544E-04,3.333024E+00,3.318710E+00
-6.59528E-04,3.328599E+00,3.317642E+00
-6.59512E-04,3.328141E+00,3.320084E+00
-6.59496E-04,3.327684E+00,3.310776E+00
-6.59480E-04,3.326158E+00,3.321152E+00
-6.59464E-04,3.329667E+00,3.309860E+00
-6.59448E-04,3.327226E+00,3.312302E+00
-6.59432E-04,3.333024E+00,3.316727E+00
-6.59416E-04,3.323716E+00,3.319168E+00
-6.59400E-04,3.329057E+00,3.312302E+00
-6.59384E-04,3.332567E+00,3.315201E+00
-6.59368E-04,3.332567E+00,3.315201E+00
-6.59352E-04,3.333024E+00,3.310318E+00
-6.59336E-04,3.328599E+00,3.311844E+00
-6.59320E-04,1.655626E+00,3.326035E+00
-6.59304E-04,2.518170E-01,3.302536E+00
-6.59288E-04,4.216125E-02,3.313828E+00
-6.59272E-04,2.064636E-02,3.311844E+00
-6.59256E-04,1.439026E-02,3.314285E+00
-6.59240E-04,1.637390E-02,3.316727E+00
-6.59224E-04,2.125671E-02,3.310776E+00
-6.59208E-04,1.240662E-02,3.319626E+00
-6.59192E-04,9.049683E-03,3.307877E+00
-6.59176E-04,2.369812E-02,3.318710E+00
-6.59160E-04,1.774719E-02,3.322525E+00
-6.59144E-04,2.263000E-02,3.311386E+00
-6.59128E-04,2.171448E-02,3.320084E+00
-6.59112E-04,1.683167E-02,3.311386E+00
-6.59096E-04,1.676072E+00,2.896805E+00
-6.59080E-04,3.093004E+00,6.847382E-01
-6.59064E-04,3.309984E+00,1.001740E-01
-6.59048E-04,3.324174E+00,9.231567E-03
-6.59032E-04,3.335466E+00,-5.340576E-04
-6.59016E-04,3.329667E+00,-1.449585E-03
-6.59000E-04,3.344774E+00,-6.790161E-03
-6.58984E-04,3.333940E+00,1.907349E-03
-6.58968E-04,3.332567E+00,7.858276E-03
-6.58952E-04,3.335466E+00,-2.975464E-03
-6.58936E-04,3.336992E+00,-5.340576E-04
-6.58920E-04,3.323259E+00,-5.340576E-04
-6.58904E-04,3.327684E+00,1.907349E-03
-6.58888E-04,3.330583E+00,-7.629395E-05
-6.58872E-04,3.330583E+00,5.416870E-03
-6.58856E-04,3.332567E+00,1.121521E-02
-6.58840E-04,3.327684E+00,-5.416870E-03
-6.58824E-04,3.330125E+00,-1.449585E-03
-6.58808E-04,3.333482E+00,2.975464E-03
-6.58792E-04,3.332567E+00,-7.629395E-05
-6.58776E-04,3.326158E+00,3.890991E-03
-6.58760E-04,3.331498E+00,6.790161E-03
-6.58744E-04,3.328599E+00,5.340576E-04
-6.58728E-04,3.330583E+00,3.433228E-03
-6.58712E-04,3.321275E+00,-4.348755E-03
-6.58696E-04,3.325242E+00,3.433228E-03
-6.58680E-04,3.330583E+00,3.433228E-03
-6.58664E-04,3.328599E+00,4.348755E-03
-6.58648E-04,3.326158E+00,4.348755E-03
-6.58632E-04,3.331041E+00,5.340576E-04
-6.58616E-04,3.327684E+00,-7.629395E-05
-6.58600E-04,3.324174E+00,3.433228E-03
-6.58584E-04,3.328141E+00,3.433228E-03
-6.58568E-04,3.330583E+00,5.340576E-04
-6.58552E-04,3.330125E+00,4.348755E-03
-6.58536E-04,3.328599E+00,9.841919E-03
-6.58520E-04,3.328141E+00,5.874634E-03
-6.58504E-04,3.329057E+00,-1.449585E-03
-6.58488E-04,3.327684E+00,1.907349E-03
-6.58472E-04,3.329667E+00,1.449585E-03
-6.58456E-04,3.330125E+00,2.365112E-03
-6.58440E-04,3.330583E+00,5.874634E-03
-6.58424E-04,3.332567E+00,-7.629395E-05
-6.58408E-04,3.331041E+00,6.332397E-03
-6.58392E-04,3.330583E+00,8.773804E-03
-6.58376E-04,3.327226E+00,1.075745E-02
-6.58360E-04,3.333024E+00,4.348755E-03
-6.58344E-04,3.327684E+00,1.449585E-03
-6.58328E-04,3.323716E+00,1.907349E-03
-6.58312E-04,3.331498E+00,1.449585E-03
-6.58296E-04,1.656999E+00,9.231567E-03
-6.58280E-04,2.464764E-01,-7.858276E-03
-6.58264E-04,4.368713E-02,-1.907349E-03
-6.58248E-04,2.018860E-02,1.472473E-02
-6.58232E-04,1.683167E-02,-9.918213E-04
-6.58216E-04,1.881531E-02,2.365112E-03
-6.58200E-04,1.774719E-02,3.433228E-03
-6.58184E-04,1.683167E-02,-5.340576E-04
-6.58168E-04,2.613953E-02,1.518250E-02
-6.58152E-04,2.125671E-02,-3.890991E-03
-6.58136E-04,1.683167E-02,-6.332397E-03
-6.58120E-04,2.308777E-02,5.340576E-04
-6.58104E-04,1.728943E-02,9.918213E-04
-6.58088E-04,2.018860E-02,-7.629395E-05
-6.58072E-04,1.694230E+00,-6.790161E-03
-6.58056E-04,3.094072E+00,1.411438E-02
-6.58040E-04,3.300828E+00,6.332397E-03
-6.58024E-04,3.332109E+00,4.959106E-03
-6.58008E-04,3.329057E+00,-2.975464E-03
-6.57992E-04,3.336381E+00,3.433228E-03
-6.57976E-04,3.329057E+00,1.029968E-02
-6.57960E-04,3.332109E+00,1.449585E-03
-6.57944E-04,3.329057E+00,-5.340576E-04
-6.57928E-04,3.332109E+00,4.959106E-03
-6.57912E-04,3.327226E+00,3.890991E-03
-6.57896E-04,3.328141E+00,-2.975464E-03
-6.57880E-04,3.332109E+00,-5.340576E-04
-6.57864E-04,3.326158E+00,4.348755E-03
-6.57848E-04,3.332109E+00,2.975464E-03
