BL (VDD=3.00e-01) X,BL (VDD=3.00e-01) Y,BL (VDD=4.00e-01) X,BL (VDD=4.00e-01) Y,BL (VDD=5.00e-01) X,BL (VDD=5.00e-01) Y,BL (VDD=6.00e-01) X,BL (VDD=6.00e-01) Y,BLB (VDD=3.00e-01) X,BLB (VDD=3.00e-01) Y,BLB (VDD=4.00e-01) X,BLB (VDD=4.00e-01) Y,BLB (VDD=5.00e-01) X,BLB (VDD=5.00e-01) Y,BLB (VDD=6.00e-01) X,BLB (VDD=6.00e-01) Y,Q (VDD=3.00e-01) X,Q (VDD=3.00e-01) Y,Q (VDD=4.00e-01) X,Q (VDD=4.00e-01) Y,Q (VDD=5.00e-01) X,Q (VDD=5.00e-01) Y,Q (VDD=6.00e-01) X,Q (VDD=6.00e-01) Y,Q2 (VDD=3.00e-01) X,Q2 (VDD=3.00e-01) Y,Q2 (VDD=4.00e-01) X,Q2 (VDD=4.00e-01) Y,Q2 (VDD=5.00e-01) X,Q2 (VDD=5.00e-01) Y,Q2 (VDD=6.00e-01) X,Q2 (VDD=6.00e-01) Y,QB (VDD=3.00e-01) X,QB (VDD=3.00e-01) Y,QB (VDD=4.00e-01) X,QB (VDD=4.00e-01) Y,QB (VDD=5.00e-01) X,QB (VDD=5.00e-01) Y,QB (VDD=6.00e-01) X,QB (VDD=6.00e-01) Y,QB2 (VDD=3.00e-01) X,QB2 (VDD=3.00e-01) Y,QB2 (VDD=4.00e-01) X,QB2 (VDD=4.00e-01) Y,QB2 (VDD=5.00e-01) X,QB2 (VDD=5.00e-01) Y,QB2 (VDD=6.00e-01) X,QB2 (VDD=6.00e-01) Y,QBB (VDD=3.00e-01) X,QBB (VDD=3.00e-01) Y,QBB (VDD=4.00e-01) X,QBB (VDD=4.00e-01) Y,QBB (VDD=5.00e-01) X,QBB (VDD=5.00e-01) Y,QBB (VDD=6.00e-01) X,QBB (VDD=6.00e-01) Y,QBB2 (VDD=3.00e-01) X,QBB2 (VDD=3.00e-01) Y,QBB2 (VDD=4.00e-01) X,QBB2 (VDD=4.00e-01) Y,QBB2 (VDD=5.00e-01) X,QBB2 (VDD=5.00e-01) Y,QBB2 (VDD=6.00e-01) X,QBB2 (VDD=6.00e-01) Y,RBL (VDD=3.00e-01) X,RBL (VDD=3.00e-01) Y,RBL (VDD=4.00e-01) X,RBL (VDD=4.00e-01) Y,RBL (VDD=5.00e-01) X,RBL (VDD=5.00e-01) Y,RBL (VDD=6.00e-01) X,RBL (VDD=6.00e-01) Y,RBL2 (VDD=3.00e-01) X,RBL2 (VDD=3.00e-01) Y,RBL2 (VDD=4.00e-01) X,RBL2 (VDD=4.00e-01) Y,RBL2 (VDD=5.00e-01) X,RBL2 (VDD=5.00e-01) Y,RBL2 (VDD=6.00e-01) X,RBL2 (VDD=6.00e-01) Y,RBL_CHARGE (VDD=3.00e-01) X,RBL_CHARGE (VDD=3.00e-01) Y,RBL_CHARGE (VDD=4.00e-01) X,RBL_CHARGE (VDD=4.00e-01) Y,RBL_CHARGE (VDD=5.00e-01) X,RBL_CHARGE (VDD=5.00e-01) Y,RBL_CHARGE (VDD=6.00e-01) X,RBL_CHARGE (VDD=6.00e-01) Y,RWL (VDD=3.00e-01) X,RWL (VDD=3.00e-01) Y,RWL (VDD=4.00e-01) X,RWL (VDD=4.00e-01) Y,RWL (VDD=5.00e-01) X,RWL (VDD=5.00e-01) Y,RWL (VDD=6.00e-01) X,RWL (VDD=6.00e-01) Y,VDD (VDD=3.00e-01) X,VDD (VDD=3.00e-01) Y,VDD (VDD=4.00e-01) X,VDD (VDD=4.00e-01) Y,VDD (VDD=5.00e-01) X,VDD (VDD=5.00e-01) Y,VDD (VDD=6.00e-01) X,VDD (VDD=6.00e-01) Y,VDDONB (VDD=3.00e-01) X,VDDONB (VDD=3.00e-01) Y,VDDONB (VDD=4.00e-01) X,VDDONB (VDD=4.00e-01) Y,VDDONB (VDD=5.00e-01) X,VDDONB (VDD=5.00e-01) Y,VDDONB (VDD=6.00e-01) X,VDDONB (VDD=6.00e-01) Y,VVDD (VDD=3.00e-01) X,VVDD (VDD=3.00e-01) Y,VVDD (VDD=4.00e-01) X,VVDD (VDD=4.00e-01) Y,VVDD (VDD=5.00e-01) X,VVDD (VDD=5.00e-01) Y,VVDD (VDD=6.00e-01) X,VVDD (VDD=6.00e-01) Y,VVDD2 (VDD=3.00e-01) X,VVDD2 (VDD=3.00e-01) Y,VVDD2 (VDD=4.00e-01) X,VVDD2 (VDD=4.00e-01) Y,VVDD2 (VDD=5.00e-01) X,VVDD2 (VDD=5.00e-01) Y,VVDD2 (VDD=6.00e-01) X,VVDD2 (VDD=6.00e-01) Y,WL (VDD=3.00e-01) X,WL (VDD=3.00e-01) Y,WL (VDD=4.00e-01) X,WL (VDD=4.00e-01) Y,WL (VDD=5.00e-01) X,WL (VDD=5.00e-01) Y,WL (VDD=6.00e-01) X,WL (VDD=6.00e-01) Y
0,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0.5,0,0.6,0,0.1393437401860763,0,0.1879292147449621,0,0.2359413775508961,0,0.2838621612244043,0,0,0,0,0,0,0,0,0,0.138932663441392,0,0.1878252879877137,0,0.2359133219926313,0,0.2838540104288633,0,0.2997993561686351,0,0.3999759018411661,0,0.4999955808062633,0,0.5999984731129169,0,0.2955555824780316,0,0.3982784389632859,0,0.4990618066922121,0,0.5990478325914367,0,0.1235627433959756,0,0.1765200216470897,0,0.2274558100960691,0,0.2764108836662245,0,0.2999978230291396,0,0.3999997167848329,0,0.4999999458818957,0,0.5999999809084093,0,0.2999961314085572,0,0.3999995559305753,0,0.4999999175764672,0,0.5999999712916457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.4,0,0.5,0,0.6,0,0,0,0,0,0,0,0,0,0.2970674340578137,0,0.398769798822128,0,0.4992201339593508,0,0.5991000219748215,0,0.2998811592929688,0,0.3999857845965795,0,0.4999973685753755,0,0.5999990879581381,0,0,0,0,0,0,0,0
2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0.3,2e-08,0.4,2e-08,0.5,2e-08,0.6,2e-08,0.1393437404114205,2e-08,0.1879292133456927,2e-08,0.2359413775483092,2e-08,0.283862161041453,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0.1389326636727773,2e-08,0.1878252890688403,2e-08,0.2359133219900933,2e-08,0.2838540102468194,2e-08,0.2997993632365119,2e-08,0.3999758672622012,2e-08,0.4999955808069458,2e-08,0.5999984731311825,2e-08,0.2955555827175846,2e-08,0.3982784389302419,2e-08,0.4990618066877397,2e-08,0.5990478322324406,2e-08,0.1235627519976397,2e-08,0.1765200170780291,2e-08,0.2274558115282839,2e-08,0.2764110425313887,2e-08,0.2999978230291405,2e-08,0.3999997167735252,2e-08,0.4999999458818957,2e-08,0.5999999809084093,2e-08,0.2999961312826233,2e-08,0.3999995559195206,2e-08,0.49999991757492,2e-08,0.5999999712828694,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0.3,2e-08,0.4,2e-08,0.5,2e-08,0.6,2e-08,0,2e-08,0,2e-08,0,2e-08,0,2e-08,0.2970674345427246,2e-08,0.398769798704609,2e-08,0.4992201339540438,2e-08,0.5991000215955364,2e-08,0.2998811627249249,2e-08,0.3999856689893105,2e-08,0.4999973685757165,2e-08,0.5999990879672694,2e-08,0,2e-08,0,2e-08,0,2e-08,0
6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0.3,6.000000000000001e-08,0.4,6.000000000000001e-08,0.5,6.000000000000001e-08,0.6,6.000000000000001e-08,0.1393437403221109,6.000000000000001e-08,0.1879292162093546,6.000000000000001e-08,0.2359413775483214,6.000000000000001e-08,0.2838621610417059,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0.1389326635874949,6.000000000000001e-08,0.1878252866275426,6.000000000000001e-08,0.2359133219900538,6.000000000000001e-08,0.2838540102461403,6.000000000000001e-08,0.2997993580646758,6.000000000000001e-08,0.3999758648003866,6.000000000000001e-08,0.4999955808069539,6.000000000000001e-08,0.5999984731312348,6.000000000000001e-08,0.2955555826771284,6.000000000000001e-08,0.3982784387699856,6.000000000000001e-08,0.4990618066870062,6.000000000000001e-08,0.5990478322124253,6.000000000000001e-08,0.1235627664065114,6.000000000000001e-08,0.1765200171822097,6.000000000000001e-08,0.2274558143883277,6.000000000000001e-08,0.2764113596178615,6.000000000000001e-08,0.2999978230291406,6.000000000000001e-08,0.3999997167701304,6.000000000000001e-08,0.4999999458818957,6.000000000000001e-08,0.5999999809084093,6.000000000000001e-08,0.2999961311206341,6.000000000000001e-08,0.3999995559162018,6.000000000000001e-08,0.4999999175748394,6.000000000000001e-08,0.5999999712827428,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0.3,6.000000000000001e-08,0.4,6.000000000000001e-08,0.5,6.000000000000001e-08,0.6,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0.2970674343513365,6.000000000000001e-08,0.3987697988130318,6.000000000000001e-08,0.4992201339540198,6.000000000000001e-08,0.5991000215950001,6.000000000000001e-08,0.2998811602713073,6.000000000000001e-08,0.3999856665589218,6.000000000000001e-08,0.4999973685757207,6.000000000000001e-08,0.5999990879672971,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0,6.000000000000001e-08,0
1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0.3,1.4e-07,0.4,1.4e-07,0.5,1.4e-07,0.6,1.4e-07,0.1393437403512115,1.4e-07,0.1879292101895135,1.4e-07,0.2359413775483232,1.4e-07,0.2838621610417864,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0.1389326636360131,1.4e-07,0.187825291938045,1.4e-07,0.2359133219900593,1.4e-07,0.2838540102461985,1.4e-07,0.2997993555669746,1.4e-07,0.399975864657942,1.4e-07,0.4999955808069499,1.4e-07,0.5999984731310949,1.4e-07,0.2955555827754835,1.4e-07,0.398278439160844,1.4e-07,0.4990618066867816,1.4e-07,0.5990478322105509,1.4e-07,0.1235627963767532,1.4e-07,0.176520017982956,1.4e-07,0.227455820093787,1.4e-07,0.2764119920731016,1.4e-07,0.2999978230291412,1.4e-07,0.3999997167691115,1.4e-07,0.4999999458818957,1.4e-07,0.5999999809084092,1.4e-07,0.2999961309123652,1.4e-07,0.3999995559152062,1.4e-07,0.4999999175748358,1.4e-07,0.5999999712827599,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0.3,1.4e-07,0.4,1.4e-07,0.5,1.4e-07,0.6,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0.2970674344319509,1.4e-07,0.3987697988276129,1.4e-07,0.4992201339540213,1.4e-07,0.5991000215950777,1.4e-07,0.2998811589820369,1.4e-07,0.3999856664701084,1.4e-07,0.4999973685757187,1.4e-07,0.599999087967227,1.4e-07,0,1.4e-07,0,1.4e-07,0,1.4e-07,0
3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0.3,3.000000000000001e-07,0.4,3.000000000000001e-07,0.5,3.000000000000001e-07,0.6,3.000000000000001e-07,0.1393437401604394,3.000000000000001e-07,0.1879292224997702,3.000000000000001e-07,0.2359413775483279,3.000000000000001e-07,0.2838621610418344,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0.1389326637980013,3.000000000000001e-07,0.1878252810843325,3.000000000000001e-07,0.2359133219900568,3.000000000000001e-07,0.2838540102462631,3.000000000000001e-07,0.299799357138797,3.000000000000001e-07,0.3999758647942853,3.000000000000001e-07,0.4999955808069415,3.000000000000001e-07,0.5999984731308157,3.000000000000001e-07,0.2955555828495662,3.000000000000001e-07,0.3982784383463067,3.000000000000001e-07,0.4990618066869551,3.000000000000001e-07,0.5990478322125304,3.000000000000001e-07,0.1235628567101118,3.000000000000001e-07,0.1765200196159833,3.000000000000001e-07,0.2274558314173134,3.000000000000001e-07,0.2764132467312335,3.000000000000001e-07,0.2999978230291421,3.000000000000001e-07,0.399999716769882,3.000000000000001e-07,0.4999999458818957,3.000000000000001e-07,0.5999999809084093,3.000000000000001e-07,0.2999961308252859,3.000000000000001e-07,0.3999995559159618,3.000000000000001e-07,0.4999999175748411,3.000000000000001e-07,0.5999999712828004,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0.3,3.000000000000001e-07,0.4,3.000000000000001e-07,0.5,3.000000000000001e-07,0.6,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0.2970674344246008,3.000000000000001e-07,0.3987697988096963,3.000000000000001e-07,0.4992201339540268,3.000000000000001e-07,0.5991000215952539,3.000000000000001e-07,0.2998811597814794,3.000000000000001e-07,0.3999856665555589,3.000000000000001e-07,0.4999973685757145,3.000000000000001e-07,0.5999990879670876,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0,3.000000000000001e-07,0
6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0.3,6.200000000000002e-07,0.4,6.200000000000002e-07,0.5,6.200000000000002e-07,0.6,6.200000000000002e-07,0.1393437411270993,6.200000000000002e-07,0.1879292047131891,6.200000000000002e-07,0.2359413775483287,6.200000000000002e-07,0.2838621610420254,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0.1389326629334183,6.200000000000002e-07,0.1878252967640171,6.200000000000002e-07,0.2359133219900665,6.200000000000002e-07,0.2838540102464402,6.200000000000002e-07,0.2997993558678435,6.200000000000002e-07,0.3999758646608658,6.200000000000002e-07,0.4999955808069253,6.200000000000002e-07,0.599998473130268,6.200000000000002e-07,0.295555582806442,6.200000000000002e-07,0.3982784395234177,6.200000000000002e-07,0.4990618066868185,6.200000000000002e-07,0.5990478322111231,6.200000000000002e-07,0.1235629749432483,6.200000000000002e-07,0.176520022796212,6.200000000000002e-07,0.2274558537192338,6.200000000000002e-07,0.2764157155890772,6.200000000000002e-07,0.2999978230291421,6.200000000000002e-07,0.3999997167692096,6.200000000000002e-07,0.4999999458818957,6.200000000000002e-07,0.5999999809084092,6.200000000000002e-07,0.2999961308340757,6.200000000000002e-07,0.3999995559153067,6.200000000000002e-07,0.4999999175748397,6.200000000000002e-07,0.5999999712828734,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0.3,6.200000000000002e-07,0.4,6.200000000000002e-07,0.5,6.200000000000002e-07,0.6,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0.2970674344152343,6.200000000000002e-07,0.3987697988307223,6.200000000000002e-07,0.4992201339540356,6.200000000000002e-07,0.59910002159558,6.200000000000002e-07,0.2998811591410734,6.200000000000002e-07,0.3999856664717225,6.200000000000002e-07,0.4999973685757064,6.200000000000002e-07,0.5999990879668136,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0,6.200000000000002e-07,0
1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0.3,1.02e-06,0.4,1.02e-06,0.5,1.02e-06,0.6,1.02e-06,0.1393437382455424,1.02e-06,0.1879292271102319,1.02e-06,0.2359413775483386,1.02e-06,0.2838621610421919,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0.1389326655029127,1.02e-06,0.1878252770214612,1.02e-06,0.2359133219900665,1.02e-06,0.2838540102466191,1.02e-06,0.2997993569741484,1.02e-06,0.3999758647925142,1.02e-06,0.4999955808069052,1.02e-06,0.5999984731295985,1.02e-06,0.2955555829681013,1.02e-06,0.3982784380415854,1.02e-06,0.4990618066869641,1.02e-06,0.5990478322132293,1.02e-06,0.1235631197551324,1.02e-06,0.1765200267099765,1.02e-06,0.227455880960989,1.02e-06,0.2764187272249905,1.02e-06,0.2999978230291429,1.02e-06,0.3999997167698301,1.02e-06,0.4999999458818957,1.02e-06,0.5999999809084093,1.02e-06,0.2999961308352099,1.02e-06,0.3999995559159184,1.02e-06,0.4999999175748467,1.02e-06,0.5999999712829673,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0.3,1.02e-06,0.4,1.02e-06,0.5,1.02e-06,0.6,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0.2970674344419661,1.02e-06,0.3987697988070383,1.02e-06,0.4992201339540477,1.02e-06,0.5991000215959926,1.02e-06,0.2998811596951098,1.02e-06,0.3999856665545835,1.02e-06,0.4999973685756964,1.02e-06,0.599999087966479,1.02e-06,0,1.02e-06,0,1.02e-06,0,1.02e-06,0
1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0.3,1.42e-06,0.4,1.42e-06,0.5,1.42e-06,0.6,1.42e-06,0.1393437462073404,1.42e-06,0.1879291995529061,1.42e-06,0.2359413775483389,1.42e-06,0.2838621610424098,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0.138932658439119,1.42e-06,0.1878253013114153,1.42e-06,0.2359133219900777,1.42e-06,0.2838540102468261,1.42e-06,0.2997993559719136,1.42e-06,0.3999758646623592,1.42e-06,0.499995580806886,1.42e-06,0.5999984731289483,1.42e-06,0.2955555825456769,1.42e-06,0.3982784398643643,1.42e-06,0.499061806686851,1.42e-06,0.5990478322119599,1.42e-06,0.1235632606043424,1.42e-06,0.1765200305082684,1.42e-06,0.2274559075125749,1.42e-06,0.2764216581486983,1.42e-06,0.2999978230291407,1.42e-06,0.3999997167692523,1.42e-06,0.4999999458818957,1.42e-06,0.5999999809084092,1.42e-06,0.2999961308397554,1.42e-06,0.399999555915356,1.42e-06,0.4999999175748459,1.42e-06,0.5999999712830545,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0.3,1.42e-06,0.4,1.42e-06,0.5,1.42e-06,0.6,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0.2970674344047657,1.42e-06,0.3987697988337744,1.42e-06,0.4992201339540583,1.42e-06,0.5991000215963813,1.42e-06,0.2998811591962168,1.42e-06,0.3999856664725484,1.42e-06,0.4999973685756868,1.42e-06,0.5999990879661536,1.42e-06,0,1.42e-06,0,1.42e-06,0,1.42e-06,0
1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0.3,1.82e-06,0.4,1.82e-06,0.5,1.82e-06,0.6,1.82e-06,0.1393437242463006,1.82e-06,0.1879292334593106,1.82e-06,0.2359413775483499,1.82e-06,0.2838621610425688,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0.1389326778956415,1.82e-06,0.1878252714265206,1.82e-06,0.2359133219900768,1.82e-06,0.2838540102469947,1.82e-06,0.299799356854457,1.82e-06,0.3999758647909623,1.82e-06,0.4999955808068669,1.82e-06,0.5999984731283142,1.82e-06,0.29555558369886,1.82e-06,0.3982784376222329,1.82e-06,0.4990618066869773,1.82e-06,0.5990478322139752,1.82e-06,0.1235633981884299,1.82e-06,0.1765200342321094,1.82e-06,0.2274559333914774,1.82e-06,0.2764245105233044,1.82e-06,0.2999978230291465,1.82e-06,0.3999997167697902,1.82e-06,0.4999999458818957,1.82e-06,0.5999999809084093,1.82e-06,0.2999961308425717,1.82e-06,0.3999995559158874,1.82e-06,0.4999999175748526,1.82e-06,0.5999999712831435,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0.3,1.82e-06,0.4,1.82e-06,0.5,1.82e-06,0.6,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0.2970674344783541,1.82e-06,0.3987697988032912,1.82e-06,0.4992201339540698,1.82e-06,0.5991000215967721,1.82e-06,0.2998811596325749,1.82e-06,0.3999856665537289,1.82e-06,0.4999973685756772,1.82e-06,0.5999990879658369,1.82e-06,0,1.82e-06,0,1.82e-06,0,1.82e-06,0
2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0.3,2e-06,0.4,2e-06,0.5,2e-06,0.6,2e-06,0.1393428990049151,2e-06,0.1879291849052698,2e-06,0.2359413775483453,2e-06,0.2838621610426745,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0.1389334078731498,2e-06,0.1878253142192067,2e-06,0.2359133219900858,2e-06,0.2838540102470931,2e-06,0.2997993561269233,2e-06,0.3999758646647513,2e-06,0.4999955808068587,2e-06,0.5999984731280353,2e-06,0.2955556263189573,2e-06,0.3982784408317124,2e-06,0.4990618066868797,2e-06,0.5990478322125681,2e-06,0.123563459277218,2e-06,0.1765200358690347,2e-06,0.2274559448215797,2e-06,0.2764257689668541,2e-06,0.2999978230293618,2e-06,0.39999971676931,2e-06,0.4999999458818957,2e-06,0.5999999809084092,2e-06,0.2999961308442404,2e-06,0.3999995559154171,2e-06,0.4999999175748502,2e-06,0.5999999712831798,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0.3,2e-06,0.4,2e-06,0.5,2e-06,0.6,2e-06,0,2e-06,0,2e-06,0,2e-06,0,2e-06,0.2970674359738213,2e-06,0.3987697988425761,2e-06,0.4992201339540742,2e-06,0.5991000215969358,2e-06,0.2998811592771331,2e-06,0.3999856664738694,2e-06,0.4999973685756732,2e-06,0.5999990879656972,2e-06,0,2e-06,0,2e-06,0,2e-06,0
