clk,re,en,rst,sig_label,current,e,spike,voltage
0,0,1,0,0,0001100100000,00000111110,1,0000111000000
1,0,1,0,0,0001100100000,00000111110,1,0000111000000
0,0,1,0,0,0001100100000,00000111111,1,0000101011100
1,0,1,0,0,0001100100000,00000111111,1,0000101011100
0,0,1,0,0,0001100100000,00001000000,0,1111011000011
1,0,1,0,0,0001100100000,00001000000,0,1111011000011
0,0,1,0,0,0001100100000,00001000000,0,1111010100010
1,0,1,0,0,0001100100000,00001000000,0,1111010100010
0,0,1,0,0,0001100100000,00001000000,0,1111011000101
1,0,1,0,0,0001100100000,00001000000,0,1111011000101
0,0,1,0,0,0001100100000,00001000000,0,1111010011110
1,0,1,0,0,0001100100000,00001000000,0,1111010011110
0,0,1,0,0,0001100100000,00001000000,1,0000110110101
1,0,1,0,0,0001100100000,00001000000,1,0000110110101
0,0,1,0,0,0001100100000,00001000001,1,0000101100100
1,0,1,0,0,0001100100000,00001000001,1,0000101100100
0,0,1,0,0,0001100100000,00001000010,1,0000110111001
1,0,1,0,0,0001100100000,00001000010,1,0000110111001
0,0,1,0,0,0001100100000,00001000011,1,0000101011100
1,0,1,0,0,0001100100000,00001000011,1,0000101011100
0,0,1,0,0,0001100100000,00001000100,0,1111011000001
1,0,1,0,0,0001100100000,00001000100,0,1111011000001
0,0,1,0,0,0001100100000,00001000100,0,1111010100010
1,0,1,0,0,0001100100000,00001000100,0,1111010100010
0,0,1,0,0,0001100100000,00001000100,0,1111011000101
1,0,1,0,0,0001100100000,00001000100,0,1111011000101
0,0,1,0,0,0001100100000,00001000100,0,1111010011100
1,0,1,0,0,0001100100000,00001000100,0,1111010011100
0,0,1,0,0,0001100100000,00001000100,1,0000110101110
1,0,1,0,0,0001100100000,00001000100,1,0000110101110
0,0,1,0,0,0001100100000,00001000101,1,0000101100100
1,0,1,0,0,0001100100000,00001000101,1,0000101100100
0,0,1,0,0,0001100100000,00001000110,1,0000110110111
1,0,1,0,0,0001100100000,00001000110,1,0000110110111
0,0,1,0,0,0001100100000,00001000111,1,0000101010110
1,0,1,0,0,0001100100000,00001000111,1,0000101010110
0,0,1,0,0,0001100100000,00001001000,0,1111011000001
1,0,1,0,0,0001100100000,00001001000,0,1111011000001
0,0,1,0,0,0001100100000,00001001000,0,1111010100001
1,0,1,0,0,0001100100000,00001001000,0,1111010100001
0,0,1,0,0,0001100100000,00001001000,0,1111011000101
1,0,1,0,0,0001100100000,00001001000,0,1111011000101
0,0,1,0,0,0001100100000,00001001000,0,1111010011100
1,0,1,0,0,0001100100000,00001001000,0,1111010011100
0,0,1,0,0,0001100100000,00001001000,1,0000110101101
1,0,1,0,0,0001100100000,00001001000,1,0000110101101
0,0,1,0,0,0001100100000,00001001001,1,0000101100001
1,0,1,0,0,0001100100000,00001001001,1,0000101100001
0,0,1,0,0,0001100100000,00001001010,1,0000110110111
1,0,1,0,0,0001100100000,00001001010,1,0000110110111
0,0,1,0,0,0001100100000,00001001011,1,0000101010101
1,0,1,0,0,0001100100000,00001001011,1,0000101010101
0,0,1,0,0,0001100100000,00001001100,0,1111011000001
1,0,1,0,0,0001100100000,00001001100,0,1111011000001
0,0,1,0,0,0001100100000,00001001100,0,1111010100001
1,0,1,0,0,0001100100000,00001001100,0,1111010100001
0,0,1,0,0,0001100100000,00001001100,0,1111011000100
1,0,1,0,0,0001100100000,00001001100,0,1111011000100
0,0,1,0,0,0001100100000,00001001100,0,1111010011100
1,0,1,0,0,0001100100000,00001001100,0,1111010011100
0,0,1,0,0,0001100100000,00001001100,1,0000110101101
1,0,1,0,0,0001100100000,00001001100,1,0000110101101
0,0,1,0,0,0001100100000,00001001101,1,0000101100000
1,0,1,0,0,0001100100000,00001001101,1,0000101100000
0,0,1,0,0,0001100100000,00001001110,1,0000110110100
1,0,1,0,0,0001100100000,00001001110,1,0000110110100
0,0,1,0,0,0001100100000,00001001111,1,0000101010101
1,0,1,0,0,0001100100000,00001001111,1,0000101010101
0,0,1,0,0,0001100100000,00001010000,0,1111011000000
1,0,1,0,0,0001100100000,00001010000,0,1111011000000
0,0,1,0,0,0001100100000,00001010000,0,1111010100000
1,0,1,0,0,0001100100000,00001010000,0,1111010100000
0,0,1,0,0,0001100100000,00001010000,0,1111011000100
1,0,1,0,0,0001100100000,00001010000,0,1111011000100
0,0,1,0,0,0001100100000,00001010000,0,1111010011011
1,0,1,0,0,0001100100000,00001010000,0,1111010011011
0,0,1,0,0,0001100100000,00001010000,1,0000110101001
1,0,1,0,0,0001100100000,00001010000,1,0000110101001
0,0,1,0,0,0001100100000,00001010001,1,0000101011101
1,0,1,0,0,0001100100000,00001010001,1,0000101011101
0,0,1,0,0,0001100100000,00001010010,1,0000110110011
1,0,1,0,0,0001100100000,00001010010,1,0000110110011
0,0,1,0,0,0001100100000,00001010011,1,0000101010000
1,0,1,0,0,0001100100000,00001010011,1,0000101010000
0,0,1,0,0,0001100100000,00001010100,0,1111011000000
1,0,1,0,0,0001100100000,00001010100,0,1111011000000
0,0,1,0,0,0001100100000,00001010100,0,1111010100000
1,0,1,0,0,0001100100000,00001010100,0,1111010100000
